probe_id,locus_link,gene_symbol
11715746_a_at,,MINOS1-NBL1 || NBL1
11715747_a_at,,MINOS1-NBL1 || NBL1
11715748_at,LOC6749,SSRP1
11715749_s_at,LOC6749,SSRP1
11715750_at,LOC6749,SSRP1
11715751_a_at,LOC1809,DPYSL3
11715752_at,LOC7102,TSPAN7
11715753_a_at,LOC7102,TSPAN7
11715754_at,LOC5617,PRL
11715755_a_at,LOC471,ATIC
11715756_x_at,LOC59286,UBL5
11715757_a_at,LOC5997,RGS2
11715758_at,LOC7265,TTC1
11715759_at,LOC6166,RPL36AL
11715760_x_at,LOC6166,RPL36AL
11715761_a_at,LOC57533,TBC1D14
11715762_s_at,LOC8907,AP1M1
11715763_a_at,LOC5420,PODXL
11715764_a_at,LOC5420,PODXL
11715765_a_at,LOC1843,DUSP1
11715766_a_at,LOC1843,DUSP1
11715767_s_at,LOC10449,ACAA2
11715768_x_at,LOC22933,SIRT2
11715769_a_at,LOC6418,SET
11715770_x_at,LOC6418,SET
11715771_a_at,LOC28998,MRPL13
11715772_x_at,LOC28998,MRPL13
11715773_a_at,LOC55272,IMP3
11715774_s_at,LOC55272,IMP3
11715775_a_at,LOC26353,HSPB8
11715776_a_at,LOC26353,HSPB8
11715777_s_at,,MTPN || LUZP6
11715778_a_at,,MTPN || LUZP6
11715779_a_at,,RPL36A-HNRNPH2 || HNRNPH2
11715780_x_at,,RPL36A-HNRNPH2 || HNRNPH2
11715781_a_at,LOC1938,EEF2
11715782_a_at,LOC1938,EEF2
11715783_x_at,LOC1938,EEF2
11715784_s_at,,PRH1* || PRR4
11715785_at,LOC1415,CRYBB2
11715786_at,LOC8985,PLOD3
11715787_x_at,LOC527,ATP6V0C
11715788_a_at,LOC30061,SLC40A1
11715789_a_at,LOC30061,SLC40A1
11715790_a_at,LOC51253,MRPL37
11715791_at,LOC7283,TUBG1
11715792_a_at,LOC2040,STOM
11715793_a_at,LOC72,ACTG2
11715794_x_at,LOC72,ACTG2
11715795_at,LOC7873,MANF
11715796_s_at,LOC4060,LUM
11715797_a_at,LOC56270,WDR45B
11715798_x_at,LOC56270,WDR45B
11715799_s_at,LOC84726,PRRC2B
11715800_at,LOC84726,PRRC2B
11715801_s_at,LOC84726,PRRC2B
11715802_a_at,LOC84726,PRRC2B
11715803_a_at,LOC309,ANXA6
11715804_s_at,LOC5515,PPP2CA
11715805_a_at,LOC5515,PPP2CA
11715806_a_at,LOC6415,SEPW1
11715807_a_at,LOC10809,STARD10
11715808_a_at,LOC5834,PYGB
11715809_a_at,LOC5834,PYGB
11715810_a_at,LOC9320,TRIP12
11715811_s_at,LOC4302,MLLT6
11715812_s_at,LOC4302,MLLT6
11715813_at,LOC25994,HIGD1A
11715814_a_at,LOC10131,TRAP1
11715815_a_at,LOC5702,PSMC3
11715816_at,LOC678,ZFP36L2
11715817_at,LOC678,ZFP36L2
11715818_at,LOC678,ZFP36L2
11715819_a_at,LOC4043,LRPAP1
11715820_a_at,LOC8896,BUD31
11715821_a_at,LOC6856,SYPL1
11715822_s_at,LOC6856,SYPL1
11715823_x_at,LOC6856,SYPL1
11715824_at,LOC55505,NOP10
11715825_a_at,LOC3276,PRMT1
11715826_x_at,LOC10362,HMG20B
11715827_s_at,LOC4074,M6PR
11715828_a_at,LOC4074,M6PR
11715829_at,LOC5358,PLS3
11715830_s_at,LOC5358,PLS3
11715831_s_at,LOC6836,SURF4
11715832_s_at,LOC6836,SURF4
11715833_a_at,LOC8607,RUVBL1
11715834_x_at,LOC8607,RUVBL1
11715835_a_at,LOC5684,PSMA3
11715836_x_at,LOC5684,PSMA3
11715837_a_at,LOC3074,HEXB
11715838_a_at,LOC4758,NEU1
11715839_a_at,LOC6391,SDHC
11715840_s_at,LOC6391,SDHC
11715841_at,LOC5594,MAPK1
11715842_a_at,LOC5594,MAPK1
11715843_at,LOC5594,MAPK1
11715844_s_at,LOC5792,PTPRF
11715845_s_at,LOC5792,PTPRF
11715846_at,LOC2202,EFEMP1
11715847_x_at,LOC5327,PLAT
11715848_a_at,LOC517,ATP5G2
11715849_a_at,LOC51202,DDX47
11715850_x_at,LOC50854,C6ORF48
11715851_s_at,LOC1191,CLU
11715852_at,LOC5159,PDGFRB
11715853_a_at,LOC5159,PDGFRB
11715854_at,LOC5159,PDGFRB
11715855_a_at,LOC5547,PRCP
11715856_s_at,LOC5547,PRCP
11715857_a_at,LOC10787,NCKAP1
11715858_s_at,LOC10787,NCKAP1
11715859_at,LOC60626,RIC8A
11715860_a_at,LOC60626,RIC8A
11715861_a_at,LOC81,ACTN4
11715862_x_at,LOC10423,CDIPT
11715863_x_at,LOC23564,DDAH2
11715864_a_at,LOC51495,PTPLAD1
11715865_a_at,LOC9296,ATP6V1F
11715866_x_at,LOC9296,ATP6V1F
11715867_x_at,LOC64975,MRPL41
11715868_a_at,LOC26277,TINF2
11715869_x_at,LOC26277,TINF2
11715870_a_at,LOC7353,UFD1L
11715871_a_at,LOC7353,UFD1L
11715872_at,LOC60685,ZFAND3
11715873_a_at,LOC56944,OLFML3
11715874_s_at,LOC10476,ATP5H
11715875_a_at,LOC149951,COMMD7
11715876_at,,P2RX5-TAX1BP3 || TAX1BP3
11715877_s_at,LOC8099,CDK2AP1
11715878_a_at,LOC5306,PITPNA
11715879_a_at,LOC5306,PITPNA
11715880_a_at,LOC5306,PITPNA
11715881_a_at,LOC7818,DAP3
11715882_s_at,LOC7818,DAP3
11715883_x_at,LOC7818,DAP3
11715884_a_at,LOC55069,TMEM248
11715885_at,LOC55069,TMEM248
11715886_at,LOC8396,PIP4K2B
11715887_s_at,LOC8396,PIP4K2B
11715888_s_at,LOC8396,PIP4K2B
11715889_a_at,LOC521,ATP5I
11715890_x_at,LOC521,ATP5I
11715891_at,LOC5406,PNLIP
11715892_a_at,LOC29920,PYCR2
11715893_s_at,LOC3429,IFI27
11715894_x_at,LOC51335,NGRN
11715895_at,LOC950,SCARB2
11715896_s_at,LOC950,SCARB2
11715897_at,LOC950,SCARB2
11715898_a_at,LOC10318,TNIP1
11715899_a_at,LOC8802,SUCLG1
11715900_a_at,LOC80347,COASY
11715901_a_at,LOC5701,PSMC2
11715902_a_at,LOC9416,DDX23
11715903_at,LOC1654,DDX3X
11715904_s_at,LOC1654,DDX3X
11715905_x_at,LOC1654,DDX3X
11715906_a_at,LOC51647,FAM96B
11715907_s_at,LOC51647,FAM96B
11715908_at,LOC4646,MYO6
11715909_s_at,LOC4646,MYO6
11715910_a_at,LOC4646,MYO6
11715911_at,LOC4646,MYO6
11715912_at,LOC1947,EFNB1
11715913_s_at,LOC1947,EFNB1
11715914_at,LOC1947,EFNB1
11715915_a_at,LOC960,CD44
11715916_a_at,LOC960,CD44
11715917_a_at,LOC960,CD44
11715918_s_at,LOC100133941,CD24
11715919_a_at,LOC83442,SH3BGRL3
11715920_a_at,LOC10424,PGRMC2
11715921_a_at,LOC10801,9-Sep
11715922_x_at,LOC10801,9-Sep
11715923_a_at,LOC2937,GSS
11715924_a_at,LOC23471,TRAM1
11715925_a_at,LOC23471,TRAM1
11715926_s_at,LOC5339,PLEC
11715927_x_at,LOC6455,SH3GL1
11715928_a_at,LOC6455,SH3GL1
11715929_x_at,LOC6455,SH3GL1
11715930_at,LOC54949,SDHAF2
11715931_s_at,LOC6446,SGK1
11715932_s_at,LOC84617,TUBB6
11715933_a_at,LOC5510,PPP1R7
11715934_s_at,LOC6876,TAGLN
11715935_a_at,LOC23218,NBEAL2
11715936_x_at,LOC23218,NBEAL2
11715937_a_at,LOC10657,KHDRBS1
11715938_x_at,LOC10657,KHDRBS1
11715939_a_at,LOC10657,KHDRBS1
11715940_s_at,LOC10657,KHDRBS1
11715941_s_at,LOC358,AQP1
11715942_a_at,LOC358,AQP1
11715943_x_at,LOC5689,PSMB1
11715944_at,LOC7251,TSG101
11715945_a_at,LOC5899,RALB
11715946_a_at,LOC5899,RALB
11715947_a_at,LOC115207,KCTD12
11715948_at,LOC115207,KCTD12
11715949_s_at,LOC115207,KCTD12
11715950_a_at,LOC115207,KCTD12
11715951_s_at,LOC115207,KCTD12
11715952_a_at,LOC8720,MBTPS1
11715953_a_at,LOC8720,MBTPS1
11715954_a_at,LOC55748,CNDP2
11715955_a_at,LOC10550,ARL6IP5
11715956_s_at,LOC10550,ARL6IP5
11715957_s_at,LOC5184,PEPD
11715958_s_at,LOC6129,RPL7
11715959_a_at,LOC6720,SREBF1
11715960_x_at,LOC22916,NCBP2
11715961_a_at,LOC55860,ACTR10
11715962_at,LOC55860,ACTR10
11715963_a_at,LOC6709,SPTAN1
11715964_x_at,LOC6709,SPTAN1
11715965_at,LOC6768,ST14
11715966_s_at,,LOC101930551 || ABHD17A
11715967_a_at,LOC4738,NEDD8
11715968_s_at,,LOC100128775 || NEDD8
11715969_a_at,LOC2058,EPRS
11715970_a_at,LOC2058,EPRS
11715971_a_at,LOC5214,PFKP
11715972_at,LOC64094,SMOC2
11715973_a_at,LOC56181,MTFR1L
11715974_x_at,LOC56181,MTFR1L
11715975_a_at,LOC56181,MTFR1L
11715976_a_at,LOC9686,VGLL4
11715977_a_at,LOC9686,VGLL4
11715978_a_at,LOC50854,C6ORF48
11715979_x_at,LOC55845,BRK1
11715980_at,LOC9049,AIP
11715981_a_at,LOC55823,VPS11
11715982_a_at,LOC64118,DUS1L
11715983_a_at,LOC23394,ADNP
11715984_s_at,LOC23394,ADNP
11715985_x_at,LOC3347,HTN3
11715986_s_at,LOC51646,YPEL5
11715987_a_at,LOC2688,GH1
11715988_x_at,LOC516,ATP5G1
11715989_a_at,LOC10899,JTB
11715990_s_at,LOC9167,COX7A2L
11715991_a_at,LOC4171,MCM2
11715992_s_at,LOC4171,MCM2
11715993_s_at,LOC6687,SPG7
11715994_x_at,LOC3398,ID2
11715995_at,LOC54948,MRPL16
11715996_a_at,LOC51070,NOSIP
11715997_a_at,LOC4717,NDUFC1
11715998_s_at,LOC51719,CAB39
11715999_a_at,LOC51719,CAB39
11716000_a_at,LOC23197,FAF2
11716001_at,LOC23197,FAF2
11716002_at,LOC23197,FAF2
11716003_a_at,LOC23197,FAF2
11716004_at,LOC23197,FAF2
11716005_a_at,LOC10525,HYOU1
11716006_a_at,LOC10525,HYOU1
11716007_a_at,LOC10181,RBM5
11716008_x_at,LOC10181,RBM5
11716009_a_at,LOC1783,DYNC1LI2
11716010_s_at,LOC1783,DYNC1LI2
11716011_a_at,LOC7126,TNFAIP1
11716012_at,LOC7126,TNFAIP1
11716013_s_at,LOC746,TMEM258
11716014_a_at,LOC5176,SERPINF1
11716015_a_at,LOC123920,CMTM3
11716016_at,LOC114569,MAL2
11716017_at,LOC114569,MAL2
11716018_s_at,LOC11031,RAB31
11716019_at,LOC11031,RAB31
11716020_s_at,LOC5886,RAD23A
11716021_x_at,LOC5886,RAD23A
11716022_at,LOC156,ADRBK1
11716023_s_at,LOC156,ADRBK1
11716024_a_at,LOC51125,GOLGA7
11716025_a_at,LOC51125,GOLGA7
11716026_s_at,LOC51714,SELT*
11716027_at,LOC51714,SELT*
11716028_x_at,LOC51714,SELT*
11716029_a_at,LOC4715,NDUFB9
11716030_x_at,LOC4715,NDUFB9
11716031_s_at,LOC377,ARF3
11716032_s_at,LOC377,ARF3
11716033_at,LOC6590,SLPI
11716034_a_at,LOC684,BST2
11716035_at,LOC684,BST2
11716036_x_at,LOC684,BST2
11716037_x_at,LOC8733,GPAA1
11716038_s_at,LOC123096,SLC25A29
11716039_a_at,LOC29086,BABAM1
11716040_a_at,LOC6193,RPS5
11716041_a_at,LOC5516,PPP2CB
11716042_x_at,LOC5516,PPP2CB
11716043_a_at,LOC130074,FAM168B
11716044_a_at,LOC130074,FAM168B
11716045_s_at,LOC130074,FAM168B
11716046_a_at,LOC5863,RGL2
11716047_a_at,LOC8209,C21ORF33
11716048_at,LOC10221,TRIB1
11716049_a_at,LOC10221,TRIB1
11716050_at,LOC8729,GBF1
11716051_at,LOC3915,LAMC1
11716052_s_at,LOC3915,LAMC1
11716053_a_at,LOC3915,LAMC1
11716054_at,LOC3915,LAMC1
11716055_s_at,LOC50861,STMN3
11716056_a_at,LOC50861,STMN3
11716057_a_at,LOC9343,EFTUD2
11716058_a_at,LOC9343,EFTUD2
11716059_x_at,LOC9343,EFTUD2
11716060_at,LOC10549,PRDX4
11716061_a_at,LOC26355,FAM162A
11716062_a_at,LOC3371,TNC
11716063_at,LOC3371,TNC
11716064_a_at,LOC2542,SLC37A4
11716065_at,LOC2542,SLC37A4
11716066_x_at,LOC2542,SLC37A4
11716067_at,LOC6844,VAMP2
11716068_a_at,LOC6844,VAMP2
11716069_at,LOC51029,DESI2
11716070_a_at,LOC51029,DESI2
11716071_s_at,LOC415116,PIM3
11716072_s_at,LOC526,ATP6V1B2
11716073_a_at,LOC526,ATP6V1B2
11716074_x_at,LOC3281,HSBP1
11716075_a_at,LOC3281,HSBP1
11716076_at,LOC3281,HSBP1
11716077_x_at,LOC3281,HSBP1
11716078_a_at,LOC60481,ELOVL5
11716079_a_at,LOC57658,CALCOCO1
11716080_a_at,LOC57658,CALCOCO1
11716081_a_at,LOC79084,WDR77
11716082_s_at,LOC79084,WDR77
11716083_a_at,LOC10598,AHSA1
11716084_at,LOC23451,SF3B1
11716085_at,LOC23451,SF3B1
11716086_a_at,LOC7837,PXDN
11716087_s_at,LOC207,AKT1
11716088_s_at,LOC22938,SNW1
11716089_x_at,LOC22938,SNW1
11716090_a_at,LOC5553,PRG2
11716091_x_at,LOC5553,PRG2
11716092_x_at,LOC1163,CKS1B
11716093_a_at,LOC1316,KLF6
11716094_a_at,LOC1316,KLF6
11716095_s_at,LOC1316,KLF6
11716096_a_at,LOC6449,SGTA
11716097_a_at,LOC5906,RAP1A
11716098_a_at,LOC5906,RAP1A
11716099_s_at,LOC5906,RAP1A
11716100_a_at,LOC64422,ATG3
11716101_s_at,LOC64422,ATG3
11716102_x_at,LOC64422,ATG3
11716103_a_at,LOC5111,PCNA
11716104_a_at,LOC9019,MPZL1
11716105_a_at,LOC9019,MPZL1
11716106_x_at,LOC56993,TOMM22
11716107_a_at,LOC56993,TOMM22
11716108_a_at,LOC7511,XPNPEP1
11716109_a_at,LOC5284,PIGR
11716110_s_at,LOC5284,PIGR
11716111_x_at,LOC5284,PIGR
11716112_at,LOC5284,PIGR
11716113_a_at,LOC10617,STAMBP
11716114_x_at,LOC5447,POR
11716115_s_at,LOC677,ZFP36L1
11716116_at,LOC4726,NDUFS6
11716117_at,LOC9601,PDIA4
11716118_a_at,LOC9601,PDIA4
11716119_x_at,LOC9601,PDIA4
11716120_a_at,LOC89891,WDR34
11716121_s_at,LOC8539,API5
11716122_s_at,LOC8539,API5
11716123_a_at,LOC55226,NAT10
11716124_a_at,LOC55226,NAT10
11716125_a_at,LOC7791,ZYX
11716126_x_at,LOC7791,ZYX
11716127_a_at,LOC573,BAG1
11716128_at,LOC3482,IGF2R
11716129_at,LOC3482,IGF2R
11716130_a_at,LOC10272,FSTL3
11716131_s_at,LOC10272,FSTL3
11716132_a_at,LOC10272,FSTL3
11716133_a_at,LOC2475,MTOR
11716134_a_at,LOC2475,MTOR
11716135_a_at,LOC9961,MVP
11716136_s_at,LOC55754,TMEM30A
11716137_a_at,LOC55754,TMEM30A
11716138_a_at,LOC55754,TMEM30A
11716139_s_at,LOC6611,SMS
11716140_x_at,LOC6611,SMS
11716141_a_at,LOC10280,SIGMAR1
11716142_x_at,LOC10280,SIGMAR1
11716143_a_at,LOC10280,SIGMAR1
11716144_a_at,LOC10015,PDCD6IP
11716145_a_at,LOC10015,PDCD6IP
11716146_x_at,LOC5566,PRKACA
11716147_s_at,LOC91782,CHMP7
11716148_a_at,LOC10758,TRAF3IP2
11716149_a_at,LOC56937,PMEPA1
11716150_a_at,LOC56937,PMEPA1
11716151_a_at,LOC56937,PMEPA1
11716152_s_at,LOC5048,PAFAH1B1
11716153_a_at,LOC5048,PAFAH1B1
11716154_x_at,LOC2683,B4GALT1
11716155_s_at,LOC2683,B4GALT1
11716156_a_at,LOC2683,B4GALT1
11716157_at,LOC22893,BAHD1
11716158_a_at,LOC9810,RNF40
11716159_a_at,LOC9810,RNF40
11716160_at,LOC81606,LBH
11716161_s_at,LOC81606,LBH
11716162_at,LOC81606,LBH
11716163_s_at,LOC57019,CIAPIN1
11716164_x_at,LOC57019,CIAPIN1
11716165_a_at,LOC4259,MGST3
11716166_x_at,LOC10726,NUDC
11716167_a_at,LOC4599,MX1
11716168_s_at,LOC114932,MRFAP1L1
11716169_at,LOC25901,CCDC28A
11716170_at,LOC84823,LMNB2
11716171_s_at,LOC84823,LMNB2
11716172_at,LOC84447,SYVN1
11716173_a_at,LOC5034,P4HB
11716174_s_at,LOC5034,P4HB
11716175_x_at,LOC5034,P4HB
11716176_s_at,LOC10988,METAP2
11716177_a_at,LOC10988,METAP2
11716178_s_at,LOC56951,C5ORF15
11716179_at,LOC56951,C5ORF15
11716180_at,LOC84313,VPS25
11716181_x_at,LOC51586,MED15
11716182_s_at,LOC214,ALCAM
11716183_a_at,LOC214,ALCAM
11716184_s_at,LOC214,ALCAM
11716185_a_at,LOC214,ALCAM
11716186_s_at,LOC214,ALCAM
11716187_a_at,LOC10058,ABCB6
11716188_s_at,LOC6396,SEC13
11716189_x_at,LOC6396,SEC13
11716190_a_at,LOC81556,VWA9
11716191_at,LOC81556,VWA9
11716192_a_at,LOC29072,SETD2
11716193_s_at,LOC29072,SETD2
11716194_a_at,LOC29072,SETD2
11716195_a_at,LOC3397,ID1
11716196_x_at,LOC3397,ID1
11716197_a_at,LOC79602,ADIPOR2
11716198_a_at,LOC92912,UBE2Q2
11716199_x_at,LOC92912,UBE2Q2
11716200_s_at,LOC92912,UBE2Q2
11716201_x_at,LOC23761,PISD
11716202_a_at,LOC5213,PFKM
11716203_a_at,LOC4256,MGP
11716204_a_at,LOC439,ASNA1
11716205_a_at,LOC4702,NDUFA8
11716206_a_at,LOC2746,GLUD1
11716207_s_at,,GLUD1 || GLUD2
11716208_s_at,LOC2746,GLUD1
11716209_a_at,LOC51160,VPS28
11716210_at,LOC10370,CITED2
11716211_a_at,LOC11112,HIBADH
11716212_a_at,LOC11112,HIBADH
11716213_a_at,LOC23654,PLXNB2
11716214_a_at,LOC9129,PRPF3
11716215_at,LOC1874,E2F4
11716216_at,LOC1874,E2F4
11716217_a_at,LOC5564,PRKAB1
11716218_s_at,LOC5564,PRKAB1
11716219_a_at,LOC1965,EIF2S1
11716220_x_at,LOC1965,EIF2S1
11716221_at,LOC1965,EIF2S1
11716222_a_at,LOC6035,RNASE1
11716223_a_at,LOC23480,SEC61G
11716224_a_at,LOC9793,CKAP5
11716225_a_at,LOC51474,LIMA1
11716226_a_at,LOC51474,LIMA1
11716227_a_at,LOC9526,MPDU1
11716228_x_at,LOC9526,MPDU1
11716229_s_at,LOC56900,TMEM167B
11716230_s_at,LOC56900,TMEM167B
11716231_s_at,LOC56900,TMEM167B
11716232_at,LOC56998,CTNNBIP1
11716233_a_at,LOC56998,CTNNBIP1
11716234_s_at,LOC56998,CTNNBIP1
11716235_a_at,LOC8480,RAE1
11716236_s_at,LOC8480,RAE1
11716237_s_at,LOC4245,MGAT1
11716238_at,LOC392,ARHGAP1
11716239_s_at,,WTH3DI* || RAB6A || RAB6C
11716240_at,LOC5870,RAB6A
11716241_x_at,LOC5870,RAB6A
11716242_a_at,LOC23481,PES1
11716243_a_at,LOC84988,PPP1R16A
11716244_s_at,LOC10163,WASF2
11716245_at,LOC10163,WASF2
11716246_at,LOC10163,WASF2
11716247_s_at,LOC7155,TOP2B
11716248_a_at,,TMED9
11716249_x_at,LOC54732,TMED9
11716250_a_at,LOC23543,RBFOX2
11716251_x_at,LOC23543,RBFOX2
11716252_a_at,LOC23543,RBFOX2
11716253_a_at,LOC23543,RBFOX2
11716254_s_at,LOC23543,RBFOX2
11716255_a_at,LOC1889,ECE1
11716256_x_at,LOC1889,ECE1
11716257_s_at,LOC473,RERE
11716258_at,LOC6009,RHEB
11716259_at,LOC6009,RHEB
11716260_s_at,,RHEBP2 || RHEB
11716261_a_at,LOC163,AP2B1
11716262_a_at,LOC163,AP2B1
11716263_s_at,LOC23484,LEPROTL1
11716264_at,LOC23484,LEPROTL1
11716265_a_at,LOC7319,UBE2A
11716266_s_at,LOC7319,UBE2A
11716267_at,LOC203,AK1
11716268_at,LOC203,AK1
11716269_s_at,LOC200185,KRTCAP2
11716270_a_at,LOC81892,SLIRP
11716271_at,LOC5434,POLR2E
11716272_a_at,LOC5434,POLR2E
11716273_x_at,LOC5434,POLR2E
11716274_a_at,LOC2029,ENSA
11716275_a_at,LOC23468,CBX5
11716276_a_at,LOC23468,CBX5
11716277_a_at,LOC23468,CBX5
11716278_s_at,LOC23468,CBX5
11716279_x_at,LOC23468,CBX5
11716280_a_at,LOC23468,CBX5
11716281_a_at,LOC80781,COL18A1
11716282_s_at,LOC5045,FURIN
11716283_at,LOC11044,PAPD7
11716284_s_at,LOC2739,GLO1
11716285_a_at,LOC9341,VAMP3
11716286_at,LOC9341,VAMP3
11716287_at,LOC10567,RABAC1
11716288_s_at,LOC23344,ESYT1
11716289_a_at,LOC2647,BLOC1S1
11716290_a_at,LOC29093,MRPL22
11716291_s_at,LOC10949,HNRNPA0
11716292_a_at,LOC2539,G6PD
11716293_x_at,LOC2539,G6PD
11716294_a_at,LOC833,CARS
11716295_at,LOC2319,FLOT2
11716296_at,LOC2319,FLOT2
11716297_a_at,LOC1209,CLPTM1
11716298_x_at,LOC1209,CLPTM1
11716299_a_at,LOC3685,ITGAV
11716300_x_at,LOC3685,ITGAV
11716301_a_at,LOC3685,ITGAV
11716302_s_at,LOC2180,ACSL1
11716303_s_at,LOC6431,SRSF6
11716304_a_at,LOC84836,ABHD14B
11716305_at,LOC25814,ATXN10
11716306_a_at,LOC25814,ATXN10
11716307_at,LOC10975,UQCR11
11716308_s_at,LOC79901,CYBRD1
11716309_a_at,LOC79901,CYBRD1
11716310_a_at,LOC79901,CYBRD1
11716311_x_at,LOC27258,LSM3
11716312_at,,MRPS21
11716313_x_at,LOC54460,MRPS21
11716314_at,LOC29088,MRPL15
11716315_at,LOC29088,MRPL15
11716316_x_at,LOC9266,CYTH2
11716317_at,LOC9266,CYTH2
11716318_x_at,LOC5605,MAP2K2
11716319_at,LOC3476,IGBP1
11716320_x_at,LOC6189,RPS3A
11716321_a_at,LOC55739,CARKD
11716322_s_at,LOC112464,PRKCDBP
11716323_at,LOC23463,ICMT
11716324_a_at,LOC23463,ICMT
11716325_a_at,LOC1195,CLK1
11716326_a_at,LOC2697,GJA1
11716327_x_at,LOC2697,GJA1
11716328_a_at,LOC2697,GJA1
11716329_s_at,LOC2697,GJA1
11716330_a_at,LOC10049,DNAJB6
11716331_a_at,LOC10049,DNAJB6
11716332_a_at,LOC6158,RPL28
11716333_x_at,LOC6158,RPL28
11716334_a_at,LOC9978,RBX1
11716335_x_at,LOC9978,RBX1
11716336_a_at,LOC5546,PRCC
11716337_s_at,LOC3638,INSIG1
11716338_a_at,LOC3638,INSIG1
11716339_a_at,LOC3638,INSIG1
11716340_a_at,LOC4724,NDUFS4
11716341_s_at,LOC1942,EFNA1
11716342_s_at,,LOC101060373 || NOMO1 || NOMO2 || NOMO3
11716343_a_at,LOC3728,JUP
11716344_a_at,LOC85364,ZCCHC3
11716345_a_at,LOC25825,BACE2
11716346_at,LOC9813,EFCAB14
11716347_a_at,LOC9813,EFCAB14
11716348_s_at,LOC9813,EFCAB14
11716349_a_at,LOC54867,TMEM214
11716350_a_at,,HSPE1-MOB4 || HSPE1
11716351_s_at,,HSPE1-MOB4 || HSPE1
11716352_a_at,LOC10953,TOMM34
11716353_x_at,LOC10948,STARD3
11716354_a_at,LOC126328,NDUFA11
11716355_s_at,LOC126328,NDUFA11
11716356_at,LOC153339,TMEM167A
11716357_a_at,LOC197,AHSG
11716358_s_at,LOC9055,PRC1
11716359_a_at,LOC84191,FAM96A
11716360_a_at,LOC10175,CNIH1
11716361_a_at,LOC11124,FAF1
11716362_a_at,LOC11124,FAF1
11716363_x_at,LOC11124,FAF1
11716364_s_at,LOC440,ASNS
11716365_x_at,LOC440,ASNS
11716366_s_at,,CELA3A || CELA3B
11716367_s_at,LOC54458,PRR13
11716368_x_at,LOC54458,PRR13
11716369_x_at,LOC6613,SUMO2
11716370_x_at,LOC23625,FAM89B
11716371_a_at,LOC112936,VPS26B
11716372_at,LOC112936,VPS26B
11716373_a_at,LOC5747,PTK2
11716374_s_at,LOC5747,PTK2
11716375_s_at,LOC5590,PRKCZ
11716376_at,LOC5104,SERPINA5
11716377_s_at,LOC2896,GRN
11716378_a_at,LOC9804,TOMM20
11716379_s_at,LOC9804,TOMM20
11716380_a_at,LOC25874,MPC2
11716381_x_at,LOC25874,MPC2
11716382_a_at,LOC7203,CCT3
11716383_x_at,LOC7203,CCT3
11716384_at,LOC6347,CCL2
11716385_at,LOC7040,TGFB1
11716386_a_at,LOC26056,RAB11FIP5
11716387_s_at,LOC9031,BAZ1B
11716388_a_at,LOC9031,BAZ1B
11716389_a_at,LOC9031,BAZ1B
11716390_a_at,LOC23621,BACE1
11716391_a_at,LOC23621,BACE1
11716392_s_at,LOC128,ADH5
11716393_x_at,,ADH5
11716394_x_at,LOC128,ADH5
11716395_a_at,LOC9289,GPR56
11716396_a_at,LOC54838,WBP1L
11716397_a_at,LOC8574,AKR7A2
11716398_a_at,LOC65008,MRPL1
11716399_at,LOC58476,TP53INP2
11716400_at,LOC58476,TP53INP2
11716401_a_at,LOC8991,SELENBP1
11716402_at,LOC1979,EIF4EBP2
11716403_at,LOC1979,EIF4EBP2
11716404_s_at,LOC1979,EIF4EBP2
11716405_a_at,LOC5654,HTRA1
11716406_x_at,LOC3965,LGALS9
11716407_a_at,LOC4233,MET
11716408_a_at,LOC4233,MET
11716409_at,LOC91461,PKDCC
11716410_at,LOC91461,PKDCC
11716411_x_at,LOC6192,RPS4Y1
11716412_s_at,LOC5832,ALDH18A1
11716413_x_at,LOC4493,MT1E
11716414_a_at,LOC4714,NDUFB8
11716415_s_at,LOC4714,NDUFB8
11716416_at,LOC712,C1QA
11716417_a_at,LOC7374,UNG
11716418_a_at,LOC6711,SPTBN1
11716419_at,LOC6711,SPTBN1
11716420_s_at,LOC6711,SPTBN1
11716421_at,LOC6711,SPTBN1
11716422_x_at,LOC6711,SPTBN1
11716423_a_at,LOC6711,SPTBN1
11716424_a_at,,PCDHGA12 || PCDHGC3 || PCDHGC5 || PCDHGC4 || PCDHGB7 || PCDHGB6 || PCDHGB5 || PCDHGB3 || PCDHGB2 || PCDHGB1 || PCDHGA11 || PCDHGA10 || PCDHGA9 || PCDHGA7 || PCDHGA6 || PCDHGA5 || PCDHGA4 || PCDHGA3 || PCDHGA2 || PCDHGA1 || PCDHGB4 || PCDHGA8
11716425_s_at,,PCDHGA12 || PCDHGC3 || PCDHGC5 || PCDHGC4 || PCDHGB7 || PCDHGB6 || PCDHGB5 || PCDHGB3 || PCDHGB2 || PCDHGB1 || PCDHGA11 || PCDHGA10 || PCDHGA9 || PCDHGA7 || PCDHGA6 || PCDHGA5 || PCDHGA4 || PCDHGA3 || PCDHGA2 || PCDHGA1 || PCDHGB4 || PCDHGA8
11716426_x_at,,PCDHGA12 || PCDHGC3 || PCDHGC5 || PCDHGC4 || PCDHGB7 || PCDHGB6 || PCDHGB5 || PCDHGB3 || PCDHGB2 || PCDHGB1 || PCDHGA11 || PCDHGA10 || PCDHGA9 || PCDHGA7 || PCDHGA6 || PCDHGA5 || PCDHGA4 || PCDHGA3 || PCDHGA2 || PCDHGA1 || PCDHGB4 || PCDHGA8
11716427_a_at,LOC5443,POMC
11716428_a_at,LOC11243,PMF1
11716429_a_at,LOC10713,USP39
