probe_id,locus_link,gene_symbol
11748488_a_at,LOC1738,DLD
11748489_s_at,LOC10916,MAGED2
11748490_a_at,LOC58499,ZNF462
11748491_a_at,LOC10657,KHDRBS1
11748492_a_at,LOC143903,LAYN
11748493_s_at,,LOC100996335 || LOC100996415 || LOC100996432 || FAM230B || LOC642643 || FAM230A || LOC729444 || AC011718.2*
11748494_x_at,,LOC100996415 || LOC642643 || LOC729444 || AC011718.2*
11748495_a_at,LOC116039,OSR2
11748496_a_at,LOC146540,ZNF785
11748497_s_at,LOC25801,GCA
11748498_x_at,,ANKRD19P
11748499_a_at,LOC6861,SYT5
11748500_a_at,LOC59084,ENPP5
11748501_a_at,LOC51066,SSUH2
11748502_a_at,,LOC101927266 || IFT122
11748503_s_at,,IFT122 || RP11-723O4.2*
11748504_a_at,LOC9647,PPM1F
11748505_a_at,LOC83988,NCALD
11748506_a_at,LOC3358,HTR2C
11748507_a_at,LOC4013,VWA5A
11748508_a_at,LOC10316,NMUR1
11748509_s_at,LOC7417,VDAC2
11748510_a_at,LOC23303,KIF13B
11748511_a_at,LOC55182,RNF220
11748512_x_at,LOC55182,RNF220
11748513_x_at,LOC3248,HPGD
11748514_a_at,LOC347734,SLC35B2
11748515_x_at,LOC347734,SLC35B2
11748516_a_at,LOC266812,NAP1L5
11748517_a_at,LOC53,ACP2
11748518_a_at,LOC1465,CSRP1
11748519_a_at,LOC9117,SEC22C
11748520_a_at,LOC5778,PTPN7
11748521_a_at,LOC6836,SURF4
11748522_a_at,LOC23647,ARFIP2
11748523_a_at,LOC84333,PCGF5
11748524_x_at,LOC10026,PIGK
11748525_a_at,LOC1893,ECM1
11748526_a_at,LOC84329,HVCN1
11748527_a_at,LOC83478,ARHGAP24
11748528_a_at,LOC9191,DEDD
11748529_x_at,LOC837,CASP4
11748530_a_at,LOC11094,CACFD1
11748531_x_at,LOC11094,CACFD1
11748532_a_at,LOC9798,IST1
11748533_x_at,LOC9798,IST1
11748534_a_at,LOC23576,DDAH1
11748535_x_at,LOC6882,TAF11
11748536_a_at,LOC27292,DIMT1
11748537_a_at,LOC56203,LMOD3
11748538_x_at,LOC387036,GUSBP2
11748539_a_at,LOC4855,NOTCH4
11748540_a_at,LOC81532,MOB2
11748541_s_at,LOC84279,PRADC1
11748542_a_at,LOC30820,KCNIP1
11748543_a_at,LOC10628,TXNIP
11748544_s_at,LOC10628,TXNIP
11748545_a_at,LOC55328,RNLS
11748546_a_at,LOC4969,OGN
11748547_a_at,LOC55116,TMEM39B
11748548_a_at,LOC5025,P2RX4
11748549_a_at,LOC23390,ZDHHC17
11748550_a_at,LOC51004,COQ6
11748551_a_at,LOC1587,ADAM3A
11748552_a_at,LOC6811,STX5
11748553_x_at,LOC55245,UQCC1
11748554_a_at,LOC199745,THAP8
11748555_a_at,LOC51265,CDKL3
11748556_a_at,LOC84324,SARNP
11748557_a_at,LOC51074,APIP
11748558_a_at,LOC28988,DBNL
11748559_x_at,LOC28988,DBNL
11748560_a_at,LOC5048,PAFAH1B1
11748561_a_at,LOC23500,DAAM2
11748562_a_at,LOC2583,B4GALNT1
11748563_s_at,LOC7905,REEP5
11748564_x_at,LOC7905,REEP5
11748565_a_at,LOC10969,EBNA1BP2
11748566_a_at,LOC2256,FGF11
11748567_x_at,LOC2256,FGF11
11748568_a_at,LOC56339,METTL3
11748569_a_at,LOC113177,IZUMO4
11748570_a_at,LOC10826,FAXDC2
11748571_a_at,LOC79829,NAA40
11748572_a_at,LOC51479,ANKFY1
11748573_a_at,LOC123016,TTC8
11748574_s_at,LOC9230,RAB11B
11748575_a_at,LOC348995,NUP43
11748576_a_at,LOC51706,CYB5R1
11748577_a_at,LOC90410,IFT20
11748578_x_at,LOC7389,UROD
11748579_a_at,LOC150684,COMMD1
11748580_a_at,LOC6804,STX1A
11748581_a_at,LOC54586,EQTN
11748582_a_at,LOC419,ART3
11748583_x_at,LOC419,ART3
11748584_a_at,LOC23644,EDC4
11748585_a_at,LOC7514,XPO1
11748586_x_at,LOC7514,XPO1
11748587_a_at,LOC4299,AFF1
11748588_a_at,LOC23595,ORC3
11748589_a_at,LOC64800,EFCAB6
11748590_x_at,LOC64800,EFCAB6
11748591_a_at,LOC9276,COPB2
11748592_a_at,LOC23114,NFASC
11748593_a_at,LOC134637,ADAT2
11748594_a_at,LOC9135,RABEP1
11748595_a_at,LOC2570,GABRR2
11748596_a_at,LOC11275,KLHL2
11748597_s_at,LOC9774,BCLAF1
11748598_a_at,LOC25802,LMOD1
11748599_a_at,LOC7157,TP53
11748600_x_at,LOC57862,ZNF410
11748601_a_at,LOC10307,APBB3
11748602_a_at,LOC9532,BAG2
11748603_a_at,LOC1027,CDKN1B
11748604_a_at,LOC23604,DAPK2
11748605_a_at,LOC84172,POLR1B
11748606_x_at,LOC84172,POLR1B
11748607_a_at,LOC9826,ARHGEF11
11748608_s_at,LOC9826,ARHGEF11
11748609_s_at,LOC284371,ZNF841
11748610_a_at,LOC5352,PLOD2
11748611_a_at,LOC79800,CARF
11748612_a_at,LOC2119,ETV5
11748613_a_at,LOC54874,FNBP1L
11748614_x_at,LOC55040,EPN3
11748615_a_at,LOC3454,IFNAR1
11748616_a_at,LOC5338,PLD2
11748617_a_at,LOC10463,SLC30A9
11748618_a_at,LOC151887,CCDC80
11748619_a_at,LOC8803,SUCLA2
11748620_x_at,,SUCLA2
11748621_s_at,,CDK11A || CDK11B
11748622_s_at,LOC5476,CTSA
11748623_x_at,LOC23428,SLC7A8
11748624_a_at,LOC10525,HYOU1
11748625_x_at,LOC10525,HYOU1
11748626_a_at,LOC10505,SEMA4F
11748627_x_at,LOC7358,UGDH
11748628_a_at,LOC286101,ZNF252P
11748629_a_at,LOC3475,IFRD1
11748630_a_at,LOC27037,TRMT2A
11748631_a_at,LOC7905,REEP5
11748632_a_at,LOC80313,LRRC27
11748633_a_at,LOC7428,VHL
11748634_a_at,LOC219654,ZCCHC24
11748635_s_at,,STAG3L3 || STAG3L2 || STAG3L1
11748636_a_at,LOC8790,FPGT
11748637_a_at,LOC80346,REEP4
11748638_a_at,LOC8945,BTRC
11748639_a_at,LOC57786,RBAK
11748640_a_at,LOC9229,DLGAP1
11748641_a_at,LOC284273,ZADH2
11748642_a_at,LOC116987,AGAP1
11748643_a_at,LOC51168,MYO15A
11748644_x_at,LOC9564,BCAR1
11748645_a_at,LOC22821,RASA3
11748646_a_at,LOC23774,BRD1
11748647_a_at,LOC5801,PTPRR
11748648_a_at,LOC5801,PTPRR
11748649_a_at,LOC54832,VPS13C
11748650_a_at,LOC80332,ADAM33
11748651_a_at,LOC5378,PMS1
11748652_x_at,LOC5378,PMS1
11748653_x_at,LOC101,ADAM8
11748654_a_at,LOC26191,PTPN22
11748655_x_at,LOC2273,FHL1
11748656_at,LOC2273,FHL1
11748657_a_at,LOC55760,DHX32
11748658_a_at,LOC6002,RGS12
11748659_a_at,LOC2202,EFEMP1
11748660_a_at,LOC23111,SPG20
11748661_a_at,LOC3767,KCNJ11
11748662_a_at,LOC4849,CNOT3
11748663_x_at,LOC4849,CNOT3
11748664_a_at,LOC7745,ZKSCAN8
11748665_a_at,LOC8301,PICALM
11748666_a_at,LOC148156,ZNF558
11748667_x_at,LOC10806,SDCCAG8
11748668_a_at,LOC5134,PDCD2
11748669_x_at,LOC5134,PDCD2
11748670_a_at,LOC5295,PIK3R1
11748671_a_at,LOC8451,CUL4A
11748672_x_at,LOC64425,POLR1E
11748673_at,LOC644794,LOC644794
11748674_x_at,LOC27125,AFF4
11748675_a_at,LOC4174,MCM5
11748676_a_at,LOC5603,MAPK13
11748677_a_at,LOC25989,ULK3
11748678_a_at,LOC2149,F2R
11748679_a_at,LOC1181,CLCN2
11748680_a_at,LOC56649,TMPRSS4
11748681_x_at,LOC56649,TMPRSS4
11748682_a_at,LOC64359,NXN
11748683_x_at,LOC64359,NXN
11748684_a_at,LOC101,ADAM8
11748685_a_at,LOC10529,NEBL
11748686_a_at,LOC55854,ZC3H15
11748687_s_at,LOC1452,CSNK1A1
11748688_x_at,LOC1452,CSNK1A1
11748689_a_at,LOC10672,GNA13
11748690_a_at,LOC2146,EZH2
11748691_a_at,LOC79932,KIAA0319L
11748692_a_at,LOC3581,IL9R
11748693_a_at,LOC5868,RAB5A
11748694_x_at,LOC5868,RAB5A
11748695_a_at,LOC9145,SYNGR1
11748696_a_at,LOC6860,SYT4
11748697_a_at,LOC57107,PDSS2
11748698_s_at,LOC10894,LYVE1
11748699_a_at,LOC10636,RGS14
11748700_a_at,LOC10953,TOMM34
11748701_s_at,LOC2528,FUT6
11748702_x_at,LOC307,ANXA4
11748703_a_at,LOC10438,C1D
11748704_s_at,LOC10438,C1D
11748705_a_at,LOC5110,PCMT1
11748706_a_at,LOC22913,RALY
11748707_a_at,LOC4705,NDUFA10
11748708_a_at,LOC10847,SRCAP
11748709_a_at,LOC2736,GLI2
11748710_a_at,LOC23131,GPATCH8
11748711_a_at,LOC8672,EIF4G3
11748712_a_at,LOC23082,PPRC1
11748713_a_at,LOC259266,ASPM
11748714_a_at,LOC81578,COL21A1
11748715_a_at,LOC5189,PEX1
11748716_a_at,LOC375748,ERCC6L2
11748717_x_at,LOC375748,ERCC6L2
11748718_a_at,LOC27130,INVS
11748719_a_at,LOC8170,SLC14A2
11748720_a_at,LOC57646,USP28
11748721_a_at,LOC9361,LONP1
11748722_a_at,LOC284307,ZIK1
11748723_a_at,LOC3141,HLCS
11748724_a_at,LOC3566,IL4R
11748725_a_at,LOC5251,PHEX
11748726_s_at,LOC11170,FAM107A
11748727_a_at,LOC89790,SIGLEC10
11748728_a_at,LOC8555,CDC14B
11748729_s_at,,CDC14C || CDC14B
11748730_x_at,LOC8555,CDC14B
11748731_a_at,LOC90317,ZNF616
11748732_x_at,LOC10914,PAPOLA
11748733_a_at,LOC27342,RABGEF1
11748734_s_at,LOC4943,TBC1D25
11748735_s_at,LOC9689,BZW1
11748736_x_at,LOC55010,PARPBP
11748737_a_at,LOC9915,ARNT2
11748738_a_at,LOC9723,SEMA3E
11748739_a_at,LOC93034,NT5C1B
11748740_x_at,LOC9146,HGS
11748741_a_at,LOC6337,SCNN1A
11748742_a_at,LOC92283,ZNF461
11748743_a_at,LOC119,ADD2
11748744_x_at,LOC119,ADD2
11748745_a_at,LOC7536,SF1
11748746_a_at,LOC50717,DCAF8
11748747_a_at,LOC9938,ARHGAP25
11748748_x_at,,GOLGA6L1 || LOC440243 || GOLGA6L6
11748749_a_at,LOC23560,GTPBP4
11748750_a_at,LOC10457,GPNMB
11748751_a_at,LOC10457,GPNMB
11748752_a_at,LOC9771,RAPGEF5
11748753_a_at,LOC4943,TBC1D25
11748754_a_at,LOC728175,LOC728175
11748755_a_at,LOC4212,MEIS2
11748756_x_at,LOC4212,MEIS2
11748757_a_at,LOC51816,CECR1
11748758_a_at,LOC6518,SLC2A5
11748759_x_at,LOC163351,GBP6
11748760_a_at,LOC165530,CLEC4F
11748761_a_at,LOC688,KLF5
11748762_x_at,LOC688,KLF5
11748763_a_at,LOC1938,EEF2
11748764_x_at,LOC1938,EEF2
11748765_s_at,LOC246175,CNOT6L
11748766_a_at,LOC55294,FBXW7
11748767_a_at,LOC117289,TAGAP
11748768_x_at,LOC7376,NR1H2
11748769_a_at,LOC27343,POLL
11748770_a_at,LOC23203,PMPCA
11748771_a_at,LOC253943,YTHDF3
11748772_x_at,LOC404785,POTEG
11748773_a_at,LOC1515,CTSV
11748774_x_at,LOC1515,CTSV
11748775_a_at,LOC7378,UPP1
11748776_a_at,LOC51214,IGF2-AS
11748777_a_at,LOC79891,ZNF671
11748778_a_at,LOC54953,C1ORF27
11748779_a_at,LOC7920,ABHD16A
11748780_a_at,LOC10040,TOM1L1
11748781_a_at,LOC26261,FBXO24
11748782_a_at,LOC842,CASP9
11748783_a_at,LOC29128,UHRF1
11748784_a_at,LOC585,BBS4
11748785_s_at,LOC55572,FOXRED1
11748786_a_at,LOC9840,TESPA1
11748787_a_at,LOC219995,MS4A15
11748788_a_at,LOC79616,CCNJL
11748789_a_at,LOC79616,CCNJL
11748790_a_at,LOC6760,SS18
11748791_a_at,LOC55745,AP5M1
11748792_a_at,LOC2676,GFRA3
11748793_a_at,LOC440,ASNS
11748794_a_at,LOC149233,IL23R
11748795_x_at,,HEXDC
11748796_a_at,LOC5829,PXN
11748797_a_at,LOC56895,AGPAT4
11748798_a_at,LOC118788,PIK3AP1
11748799_a_at,LOC5452,POU2F2
11748800_x_at,LOC5452,POU2F2
11748801_s_at,LOC2222,FDFT1
11748802_a_at,LOC342035,GLDN
11748803_a_at,LOC85004,RERG
11748804_a_at,LOC26164,MTG2
11748805_a_at,LOC284111,SLC13A5
11748806_x_at,LOC10097,ACTR2
11748807_a_at,LOC51109,RDH11
11748808_a_at,LOC10620,ARID3B
11748809_s_at,LOC10620,ARID3B
11748810_a_at,LOC59271,EVA1C
11748811_a_at,LOC160,AP2A1
11748812_s_at,LOC169026,SLC30A8
11748813_a_at,LOC9320,TRIP12
11748814_a_at,LOC55114,ARHGAP17
11748815_a_at,LOC50484,RRM2B
11748816_a_at,LOC79799,UGT2A3
11748817_a_at,LOC285195,SLC9A9
11748818_x_at,LOC10474,TADA3
11748819_x_at,LOC79981,FRMD1
11748820_x_at,LOC55907,CMAS
11748821_a_at,LOC8470,SORBS2
11748822_s_at,LOC80851,SH3BP5L
11748823_x_at,LOC80851,SH3BP5L
11748824_a_at,LOC23170,TTLL12
11748825_x_at,LOC23170,TTLL12
11748826_a_at,LOC29763,PACSIN3
11748827_a_at,LOC55716,LMBR1L
11748828_a_at,LOC8503,PIK3R3
11748829_a_at,LOC10382,TUBB4A
11748830_a_at,LOC8569,MKNK1
11748831_x_at,LOC10739,RFPL2
11748832_a_at,LOC5893,RAD52
11748833_a_at,LOC7781,SLC30A3
11748834_a_at,LOC51185,CRBN
11748835_a_at,LOC5753,PTK6
11748836_x_at,LOC5195,PEX14
11748837_a_at,LOC27314,RAB30
11748838_a_at,LOC54976,C20ORF27
11748839_a_at,LOC9054,NFS1
11748840_a_at,LOC4507,MTAP
11748841_a_at,LOC25939,SAMHD1
11748842_a_at,LOC5864,RAB3A
11748843_a_at,LOC84132,USP42
11748844_a_at,LOC56647,BCCIP
11748845_a_at,LOC57823,SLAMF7
11748846_a_at,LOC4817,NIT1
11748847_x_at,LOC55592,GOLGA2P5
11748848_a_at,LOC164781,DAW1
11748849_a_at,LOC578,BAK1
11748850_a_at,LOC2323,FLT3LG
11748851_a_at,LOC83549,UCK1
11748852_x_at,LOC51617,HMP19*
11748853_a_at,LOC79645,EFCAB1
11748854_a_at,LOC84881,RPUSD4
11748855_a_at,LOC51706,CYB5R1
11748856_a_at,LOC92340,C17ORF72
11748857_a_at,LOC50808,AK3
11748858_a_at,LOC29086,BABAM1
11748859_a_at,LOC22797,TFEC
11748860_a_at,LOC10930,APOBEC2
11748861_a_at,LOC55,ACPP
11748862_s_at,LOC10550,ARL6IP5
11748863_x_at,LOC10550,ARL6IP5
11748864_a_at,LOC57794,SUGP1
11748865_a_at,LOC135932,TMEM139
11748866_x_at,LOC9501,RPH3AL
11748867_a_at,LOC5778,PTPN7
11748868_a_at,LOC84680,ACCS
11748869_a_at,LOC1201,CLN3
11748870_x_at,LOC1201,CLN3
11748871_a_at,LOC54988,ACSM5
11748872_a_at,LOC196500,PIANP
11748873_x_at,LOC945,CD33
11748874_a_at,LOC64432,MRPS25
11748875_a_at,LOC652966,SNORD10
11748876_a_at,LOC1102,RCBTB2
11748877_s_at,LOC7485,WRB
11748878_x_at,LOC7485,WRB
11748879_a_at,LOC23495,TNFRSF13B
11748880_a_at,LOC113451,ADC
11748881_x_at,LOC55211,DPPA4
11748882_a_at,LOC79078,C1ORF50
11748883_a_at,LOC63939,FAM217B
11748884_a_at,LOC9295,SRSF11
11748885_x_at,LOC10921,RNPS1
11748886_a_at,LOC51661,FKBP7
11748887_a_at,LOC6015,RING1
11748888_a_at,LOC79068,FTO
11748889_a_at,LOC92400,RBM18
11748890_a_at,LOC11094,CACFD1
11748891_x_at,LOC11094,CACFD1
11748892_a_at,LOC79171,RBM42
11748893_a_at,LOC924,CD7
11748894_a_at,LOC65057,ACD
11748895_a_at,LOC134266,GRPEL2
11748896_s_at,LOC51554,ACKR4
11748897_a_at,LOC364,AQP7
11748898_x_at,LOC128989,TANGO2
11748899_a_at,LOC51744,CD244
11748900_a_at,LOC326624,RAB37
11748901_a_at,LOC60401,EDA2R
11748902_a_at,LOC23125,CAMTA2
11748903_a_at,LOC64098,PARVG
11748904_x_at,LOC80174,DBF4B
11748905_a_at,LOC115908,CTHRC1
11748906_a_at,LOC10361,NPM2
11748907_a_at,LOC5920,RARRES3
11748908_a_at,LOC80228,ORAI2
11748909_a_at,LOC665,BNIP3L
11748910_a_at,LOC6648,SOD2
11748911_a_at,LOC9667,SAFB2
11748912_a_at,LOC64788,LMF1
11748913_a_at,LOC8702,B4GALT4
11748914_a_at,LOC8120,AP3B2
11748915_a_at,LOC2875,GPT
11748916_x_at,,LOC100996761 || PDE4DIP
11748917_a_at,LOC2819,GPD1
11748918_a_at,LOC55299,BRIX1
11748919_a_at,LOC126731,CCSAP
11748920_x_at,LOC6556,SLC11A1
11748921_a_at,LOC26012,NSMF
11748922_x_at,LOC26012,NSMF
11748923_a_at,,UBE2F-SCLY || SCLY
11748924_a_at,LOC8085,KMT2D
11748925_a_at,LOC57554,LRRC7
11748926_a_at,LOC23193,GANAB
11748927_a_at,LOC5793,PTPRG
11748928_x_at,LOC5051,PAFAH2
11748929_a_at,LOC57706,DENND1A
11748930_a_at,LOC192111,PGAM5
11748931_a_at,LOC727897,MUC5B
11748932_a_at,LOC284992,CCDC150
11748933_a_at,LOC284992,CCDC150
11748934_a_at,LOC494513,DFNB59
11748935_a_at,LOC10585,POMT1
11748936_a_at,LOC10585,POMT1
11748937_a_at,LOC9654,TTLL4
11748938_a_at,LOC2542,SLC37A4
11748939_a_at,LOC146691,TOM1L2
11748940_a_at,LOC57805,CCAR2
11748941_a_at,LOC146691,TOM1L2
11748942_s_at,LOC27327,TNRC6A
11748943_a_at,LOC1108,CHD4
11748944_a_at,LOC55605,KIF21A
11748945_a_at,LOC25890,ABI3BP
11748946_s_at,LOC7343,UBTF
11748947_x_at,LOC7343,UBTF
11748948_a_at,,BIVM-ERCC5 || ERCC5
11748949_a_at,LOC29888,STRN4
11748950_a_at,LOC29994,BAZ2B
11748951_a_at,LOC1499,CTNNB1
11748952_x_at,LOC1499,CTNNB1
11748953_a_at,LOC6514,SLC2A2
11748954_x_at,LOC4152,MBD1
11748955_a_at,LOC8100,IFT88
11748956_x_at,LOC8100,IFT88
11748957_x_at,LOC23603,CORO1C
11748958_a_at,LOC84532,ACSS1
11748959_a_at,LOC84527,ZNF559
11748960_a_at,LOC1654,DDX3X
11748961_a_at,LOC4653,MYOC
11748962_a_at,LOC219988,PATL1
11748963_x_at,LOC79058,ASPSCR1
11748964_a_at,LOC2115,ETV1
11748965_x_at,LOC2115,ETV1
11748966_a_at,LOC3720,JARID2
11748967_a_at,LOC5962,RDX
11748968_x_at,LOC5962,RDX
11748969_a_at,LOC57192,MCOLN1
11748970_a_at,LOC29896,TRA2A
11748971_a_at,LOC3169,FOXA1
11748972_a_at,LOC994,CDC25B
11748973_x_at,LOC994,CDC25B
11748974_s_at,LOC55280,CWF19L1
11748975_x_at,LOC55280,CWF19L1
11748976_a_at,LOC92335,STRADA
11748977_x_at,LOC93099,DMKN
11748978_a_at,LOC144717,FAM109A
11748979_a_at,LOC7073,TIAL1
11748980_a_at,LOC64854,USP46
11748981_a_at,LOC9,NAT1
11748982_a_at,LOC29785,CYP2S1
11748983_a_at,LOC8940,TOP3B
11748984_a_at,LOC51534,VTA1
11748985_x_at,LOC51534,VTA1
11748986_a_at,LOC4092,SMAD7
11748987_a_at,LOC7905,REEP5
11748988_x_at,,REEP5
11748989_s_at,LOC59353,TMEM35
11748990_a_at,LOC23095,KIF1B
11748991_a_at,LOC55755,CDK5RAP2
11748992_a_at,LOC5198,PFAS
11748993_a_at,LOC83548,COG3
11748994_a_at,LOC55626,AMBRA1
11748995_a_at,LOC4641,MYO1C
11748996_a_at,LOC23369,PUM2
11748997_a_at,LOC4604,MYBPC1
11748998_a_at,LOC57537,SORCS2
11748999_a_at,LOC57097,PARP11
11749000_a_at,LOC2956,MSH6
11749001_a_at,LOC55345,C4ORF21
11749002_a_at,LOC23526,HMHA1
11749003_a_at,LOC51752,ERAP1
11749004_a_at,LOC5190,PEX6
11749005_a_at,LOC1495,CTNNA1
11749006_a_at,LOC57732,ZFYVE28
11749007_a_at,LOC22999,RIMS1
11749008_x_at,LOC22999,RIMS1
11749009_a_at,LOC4800,NFYA
11749010_a_at,LOC9024,BRSK2
11749011_x_at,LOC9024,BRSK2
11749012_x_at,LOC9024,BRSK2
11749013_x_at,LOC9189,ZBED1
11749014_a_at,LOC6405,SEMA3F
11749015_a_at,LOC79805,VASH2
11749016_a_at,LOC272,AMPD3
11749017_a_at,LOC79092,CARD14
11749018_a_at,LOC90060,CCDC120
11749019_a_at,LOC55892,MYNN
11749020_a_at,LOC23328,SASH1
11749021_s_at,LOC1499,CTNNB1
11749022_x_at,LOC1499,CTNNB1
11749023_a_at,LOC9122,SLC16A4
11749024_x_at,LOC9122,SLC16A4
11749025_a_at,LOC54776,PPP1R12C
11749026_a_at,LOC5786,PTPRA
11749027_x_at,LOC64224,HERPUD2
11749028_a_at,LOC167153,PAPD4
11749029_a_at,LOC9733,SART3
11749030_x_at,LOC27343,POLL
11749031_a_at,LOC9991,PTBP3
11749032_x_at,LOC9991,PTBP3
11749033_x_at,LOC54780,NSMCE4A
11749034_a_at,LOC5922,RASA2
11749035_a_at,LOC3675,ITGA3
11749036_a_at,LOC7186,TRAF2
11749037_a_at,LOC1137,CHRNA4
11749038_a_at,LOC9181,ARHGEF2
11749039_x_at,LOC10957,PNRC1
11749040_a_at,LOC55276,PGM2
11749041_a_at,LOC10713,USP39
11749042_a_at,LOC1718,DHCR24
11749043_a_at,LOC10864,SLC22A7
11749044_x_at,LOC79882,ZC3H14
11749045_a_at,LOC202018,TAPT1
11749046_a_at,LOC51741,WWOX
11749047_x_at,LOC2140,EYA3
11749048_a_at,LOC5709,PSMD3
11749049_a_at,LOC7020,TFAP2A
11749050_a_at,LOC284358,MAMSTR
11749051_a_at,,CORO7-PAM16 || CORO7
11749052_a_at,LOC5452,POU2F2
11749053_a_at,LOC79818,ZNF552
11749054_x_at,LOC5829,PXN
11749055_a_at,LOC10335,MRVI1
11749056_a_at,LOC92241,RCSD1
11749057_x_at,LOC92241,RCSD1
11749058_x_at,LOC10077,TSPAN32
11749059_x_at,LOC57142,RTN4
11749060_a_at,LOC4046,LSP1
11749061_x_at,LOC2040,STOM
11749062_a_at,LOC2078,ERG
11749063_a_at,LOC1497,CTNS
11749064_x_at,LOC1497,CTNS
11749065_a_at,LOC90550,MCU
11749066_s_at,LOC633,BGN
11749067_x_at,LOC158234,TRMT10B
11749068_a_at,LOC79624,C6ORF211
11749069_a_at,LOC124222,PAQR4
11749070_x_at,LOC124222,PAQR4
11749071_a_at,LOC83989,FAM172A
11749072_x_at,LOC83989,FAM172A
11749073_a_at,LOC55504,TNFRSF19
11749074_a_at,LOC23761,PISD
11749075_x_at,LOC23761,PISD
11749076_a_at,LOC6504,SLAMF1
11749077_x_at,LOC3068,HDGF
11749078_a_at,LOC9731,CEP104
11749079_a_at,LOC2960,GTF2E1
11749080_a_at,LOC410,ARSA
11749081_x_at,LOC410,ARSA
11749082_at,LOC5301,PIN1P1
11749083_a_at,LOC27297,CRCP
11749084_a_at,LOC220001,VWCE
11749085_a_at,LOC775,CACNA1C
11749086_x_at,LOC775,CACNA1C
11749087_x_at,LOC2218,FKTN
11749088_s_at,LOC5796,PTPRK
11749089_a_at,LOC55205,ZNF532
11749090_a_at,LOC27086,FOXP1
11749091_a_at,LOC7403,KDM6A
11749092_a_at,LOC79671,NLRX1
11749093_a_at,LOC89932,PAPLN
11749094_a_at,LOC29940,DSE
11749095_at,,ANKRD18A
11749096_a_at,LOC9147,NEMF
11749097_a_at,LOC10351,ABCA8
11749098_a_at,LOC65981,CAPRIN2
11749099_a_at,LOC3099,HK2
11749100_a_at,LOC55833,UBAP2
11749101_x_at,LOC55833,UBAP2
11749102_a_at,LOC79048,SECISBP2
11749103_a_at,LOC3696,ITGB8
11749104_x_at,LOC23526,HMHA1
11749105_a_at,LOC5097,PCDH1
11749106_x_at,LOC5097,PCDH1
11749107_a_at,LOC83959,SLC4A11
11749108_s_at,LOC221395,GPR116
11749109_x_at,LOC221395,GPR116
11749110_a_at,LOC646,BNC1
11749111_a_at,LOC4547,MTTP
11749112_a_at,LOC5925,RB1
11749113_a_at,LOC1739,DLG1
11749114_x_at,LOC1739,DLG1
11749115_x_at,LOC613,BCR
11749116_a_at,LOC1785,DNM2
11749117_a_at,LOC8832,CD84
11749118_a_at,LOC10580,SORBS1
11749119_a_at,LOC121512,FGD4
11749120_a_at,LOC57758,SCUBE2
11749121_a_at,LOC3455,IFNAR2
11749122_a_at,LOC79649,MAP7D3
11749123_a_at,LOC3091,HIF1A
11749124_a_at,LOC140775,SMCR8
11749125_a_at,LOC8323,FZD6
11749126_a_at,LOC3358,HTR2C
11749127_a_at,LOC9053,MAP7
11749128_x_at,LOC9053,MAP7
11749129_a_at,LOC118611,C10ORF90
11749130_a_at,LOC6878,TAF6
11749131_a_at,LOC57062,DDX24
11749132_a_at,LOC11309,SLCO2B1
11749133_a_at,LOC79671,NLRX1
11749134_x_at,LOC10585,POMT1
11749135_a_at,LOC8019,BRD3
11749136_x_at,LOC6935,ZEB1
11749137_a_at,LOC26049,FAM169A
11749138_x_at,LOC80128,TRIM46
11749139_a_at,LOC10512,SEMA3C
11749140_a_at,LOC1102,RCBTB2
11749141_a_at,LOC7188,TRAF5
11749142_a_at,LOC60625,DHX35
11749143_a_at,LOC10420,TESK2
11749144_s_at,LOC2110,ETFDH
11749145_a_at,LOC22902,RUFY3
11749146_x_at,LOC6878,TAF6
11749147_a_at,LOC540,ATP7B
11749148_a_at,LOC51555,PEX5L
11749149_a_at,LOC4957,ODF2
11749150_a_at,LOC5825,ABCD3
11749151_a_at,LOC199786,FAM129C
11749152_a_at,LOC84897,TBRG1
11749153_a_at,LOC23276,KLHL18
11749154_a_at,LOC256714,MAP7D2
11749155_a_at,LOC10276,NET1
11749156_x_at,LOC23595,ORC3
11749157_s_at,,CFHR4 || CFHR3
11749158_a_at,LOC5518,PPP2R1A
11749159_a_at,LOC29106,SCG3
11749160_a_at,LOC56848,SPHK2
11749161_x_at,LOC56848,SPHK2
11749162_a_at,LOC100101467,ZSCAN30
11749163_a_at,LOC9855,FARP2
11749164_a_at,LOC55248,TMEM206
11749165_a_at,LOC144423,GLT1D1
11749166_a_at,LOC64927,TTC23
11749167_a_at,LOC92370,ACPL2
11749168_a_at,LOC3853,KRT6A
11749169_s_at,,KRT6C || KRT6A || KRT6B
11749170_x_at,LOC3853,KRT6A
11749171_a_at,LOC51733,UPB1
11749172_x_at,LOC91624,NEXN
11749173_a_at,LOC5528,PPP2R5D
11749174_a_at,LOC79949,PLEKHS1
11749175_a_at,LOC9014,TAF1B
11749176_a_at,LOC8780,RIOK3
11749177_a_at,LOC55793,FAM63A
11749178_a_at,LOC2585,GALK2
11749179_a_at,LOC66036,MTMR9
11749180_a_at,LOC4152,MBD1
11749181_x_at,LOC4152,MBD1
11749182_a_at,LOC23385,NCSTN
11749183_a_at,LOC8659,ALDH4A1
11749184_a_at,LOC1837,DTNA
11749185_a_at,LOC57127,RHBG
11749186_a_at,LOC81602,CDADC1
11749187_a_at,LOC11016,ATF7
